Document Id,Event-Event Pair,Found,Found_Pair
7_8ecbplus.xml_6,recovered_15_24-r-hand_42_46,1,1.0
7_9ecbplus.xml_3,stopped_19_26--retain_63_69,1,1.0
7_9ecbplus.xml_4,floored_68_75-r-hand_102_106,1,1.0
7_9ecbplus.xml_4,floored_68_75--recovered_199_208,1,1.0
7_9ecbplus.xml_5,dropped_23_30--count_117_122,1,1.0
7_9ecbplus.xml_5,count_117_122--stopping_130_138,1,1.0
7_9ecbplus.xml_5,dropped_23_30-r-fight_143_148,1,1.0
7_1ecbplus.xml_4,floored_68_75-r-hand_102_106,1,1.0
7_1ecbplus.xml_4,floored_68_75--recovered_199_208,1,1.0
7_1ecbplus.xml_5,dropped_23_30--count_117_122,1,1.0
7_1ecbplus.xml_14,stepped_up_17_27--left_64_68,1,1.0
7_1ecbplus.xml_15,right_43_48--struggling_98_108,1,1.0
7_1ecbplus.xml_16,blow_109_113--damage_140_146,1,1.0
7_1ecbplus.xml_16,cornered_13_21--punches_72_79,1,1.0
7_1ecbplus.xml_16,cornered_13_21--blow_109_113,1,1.0
7_1ecbplus.xml_3,stopped_19_26--keep_a_hold_on_63_89,1,1.0
7_6ecbplus.xml_1,stops_10_15--win_39_42,1,1.0
7_6ecbplus.xml_3,retained_19_27-r-victory_106_113,1,1.0
7_6ecbplus.xml_4,stopped_17_24--retain_118_124,1,1.0
7_6ecbplus.xml_6,right_57_62-r-fight_109_114,1,1.0
7_6ecbplus.xml_6,dumped_10_16-r-fight_109_114,1,1.0
7_6ecbplus.xml_6,dumped_10_16-r-right_57_62,1,1.0
7_6ecbplus.xml_6,dumped_10_16--stopped_201_208,1,1.0
7_6ecbplus.xml_7,punch_82_87--bringing_94_102,1,1.0
7_4ecbplus.xml_2,put_on_10_25--recovered_160_169,1,1.0
7_4ecbplus.xml_3,dropped_23_30--count_117_122,1,1.0
7_4ecbplus.xml_3,count_117_122--stopping_130_138,1,1.0
7_4ecbplus.xml_3,dropped_23_30-r-fight_143_148,1,1.0
7_4ecbplus.xml_1,stopped_19_26--keep_a_hold_on_63_89,1,1.0
7_4ecbplus.xml_2,put_on_10_25-r-right_hand_48_58,1,1.0
7_3ecbplus.xml_1,stops_19_24--retain_42_48,1,1.0
7_3ecbplus.xml_5,hand_54_58--recovered_160_169,1,1.0
7_3ecbplus.xml_6,dropped_23_30--count_117_122,1,1.0
7_3ecbplus.xml_6,count_117_122--stopping_130_138,1,1.0
7_3ecbplus.xml_8,satisfied_4_13-r-improved_59_67,1,1.0
7_3ecbplus.xml_15,stepped_up_17_27--left_64_68,1,1.0
7_3ecbplus.xml_16,right_43_48--struggling_96_106,1,1.0
7_3ecbplus.xml_17,cornered_13_21--punches_72_79,1,1.0
7_3ecbplus.xml_17,blow_109_113--damage_140_146,1,1.0
7_3ecbplus.xml_21,acted_50_55-r-chants_146_152,1,1.0
7_3ecbplus.xml_4,stopped_19_26--keep_a_hold_on_63_89,1,1.0
7_3ecbplus.xml_21,acted_50_55-r-urging_on_92_101,1,1.0
7_2ecbplus.xml_1,retains_19_26-r-stopping_34_42,1,1.0
7_2ecbplus.xml_4,stopped_19_26--retain_63_69,1,1.0
7_2ecbplus.xml_5,put_on_10_25--recovered_151_160,1,1.0
7_2ecbplus.xml_6,dropped_23_30--fight_143_148,1,1.0
7_2ecbplus.xml_6,dropped_23_30--count_117_122,1,1.0
7_2ecbplus.xml_6,count_117_122--stopping_130_138,1,1.0
7_2ecbplus.xml_5,put_on_10_25-r-right_hand_48_58,1,1.0
7_2ecbplus.xml_7,finished_10_18-r-knocking_out_58_70,1,1.0
7_5ecbplus.xml_1,Cruises_54_61-r-Wins_70_74,1,1.0
7_5ecbplus.xml_3,won_19_22-r-fight_41_46,1,1.0
7_5ecbplus.xml_3,won_19_22--defending_68_77,1,1.0
7_5ecbplus.xml_3,won_19_22-r-stopping_145_153,1,1.0
7_5ecbplus.xml_3,fight_41_46--stopping_145_153,1,1.0
7_5ecbplus.xml_3,defending_68_77-r-stopping_145_153,1,1.0
7_5ecbplus.xml_6,beaten_78_84--looking_89_96,1,1.0
7_5ecbplus.xml_7,went_down_3_12--stopped_88_95,1,1.0
7_5ecbplus.xml_8,beaten_14_20-r-fight_68_73,1,1.0
7_5ecbplus.xml_8,beaten_14_20-r-dominating_52_62,1,1.0
7_5ecbplus.xml_4,hand_66_70--putting_down_92_108,1,1.0
7_5ecbplus.xml_8,beaten_14_20-r-knocking_out_78_102,1,1.0
7_5ecbplus.xml_8,fight_68_73--knocking_out_78_102,1,1.0
16_5ecbplus.xml_3,shot_118_122-r-put_173_176,1,1.0
16_5ecbplus.xml_3,shot_118_122-r-fired_213_218,1,1.0
16_5ecbplus.xml_3,interviewing_38_50--shot_118_122,1,1.0
16_5ecbplus.xml_18,shooting_4_12-r-violence_199_207,1,1.0
16_5ecbplus.xml_1,Kills_7_12-r-on_Duty_28_40,1,1.0
16_5ecbplus.xml_3,shot_118_122-r-burst_out_144_153,1,1.0
16_2ecbplus.xml_1,Convicted_28_37-r-Murdering_41_50,1,1.0
16_2ecbplus.xml_5,convicted_40_49-r-murdering_84_93,1,1.0
16_2ecbplus.xml_7,murder_122_128-r-arrest_138_144,1,1.0
16_2ecbplus.xml_7,killed_85_91-r-duties_113_119,1,1.0
16_2ecbplus.xml_8,investigating_177_190-r-shooting_201_209,1,1.0
16_2ecbplus.xml_8,killed_68_74-r-investigating_177_190,1,1.0
16_10ecbplus.xml_3,recommendation_59_73--die_117_120,1,1.0
16_10ecbplus.xml_3,die_117_120-r-crimes_129_135,1,1.0
16_10ecbplus.xml_4,weighed_52_59--death_257_262,1,1.0
16_10ecbplus.xml_4,slaying_131_138--death_257_262,1,1.0
16_10ecbplus.xml_4,case_231_235--death_257_262,1,1.0
16_10ecbplus.xml_4,weighed_52_59--life_274_278,1,1.0
16_10ecbplus.xml_4,slaying_131_138--life_274_278,1,1.0
16_10ecbplus.xml_4,case_231_235--life_274_278,1,1.0
16_10ecbplus.xml_4,weighed_52_59--parole_287_293,1,1.0
16_10ecbplus.xml_4,slaying_131_138--parole_287_293,1,1.0
16_10ecbplus.xml_4,case_231_235--parole_287_293,1,1.0
16_10ecbplus.xml_45,transferred_112_123--await_200_205,1,1.0
16_10ecbplus.xml_45,await_200_205-r-appeal_210_216,1,1.0
16_10ecbplus.xml_45,death_9_14--appealed_46_54,1,1.0
16_11ecbplus.xml_5,knocking_18_26-r-looking_73_80,1,1.0
16_11ecbplus.xml_5,looking_73_80--shot_109_113,1,1.0
16_3ecbplus.xml_5,shot_23_27--killed_32_38,1,1.0
16_3ecbplus.xml_5,shot_23_27-r-knocking_45_53,1,1.0
16_3ecbplus.xml_5,knocking_45_53-r-investigation_74_87,1,1.0
16_4ecbplus.xml_1,died_91_95-r-shooting_104_112,1,1.0
16_4ecbplus.xml_4,called_27_33-r-shooting_52_60,1,1.0
16_4ecbplus.xml_4,shooting_52_60-r-knocked_90_97,1,1.0
16_6ecbplus.xml_4,execution_34_43-r-convicted_62_71,1,1.0
16_6ecbplus.xml_4,convicted_62_71-r-murdering_75_84,1,1.0
16_6ecbplus.xml_5,shot_45_49-r-investigating_102_115,1,1.0
16_6ecbplus.xml_5,investigating_102_115-r-shooting_160_168,1,1.0
16_6ecbplus.xml_6,guilty_24_30-r-murder_77_83,1,1.0
16_6ecbplus.xml_6,guilty_24_30-r-murder_118_124,1,1.0
16_6ecbplus.xml_6,guilty_24_30-r-possession_149_159,1,1.0
16_9ecbplus.xml_3,laughed_23_30-r-ruling_62_68,1,1.0
16_9ecbplus.xml_3,ruling_62_68--death_87_92,1,1.0
16_9ecbplus.xml_4,trial_70_75-r-convicted_92_101,1,1.0
16_9ecbplus.xml_4,convicted_92_101-r-murder_114_120,1,1.0
16_1ecbplus.xml_4,murder_60_66--filed_80_85,1,1.0
16_1ecbplus.xml_7,killed_19_25-r-investigating_32_45,1,1.0
16_1ecbplus.xml_7,investigating_32_45-r-shooting_48_56,1,1.0
16_1ecbplus.xml_8,shot_9_13--hide_94_98,1,1.0
16_1ecbplus.xml_8,shot_9_13--dying_35_40,1,1.0
16_1ecbplus.xml_8,shot_9_13--ran_72_75,1,1.0
16_1ecbplus.xml_14,investigate_164_175-r-murder_181_187,1,1.0
16_1ecbplus.xml_14,case_196_200--working_227_234,1,1.0
16_1ecbplus.xml_14,working_227_234--killed_247_253,1,1.0
16_1ecbplus.xml_23,shot_17_21--death_25_30,1,1.0
16_1ecbplus.xml_4,accused_125_132-r-gunning_down_136_148,1,1.0
16_8ecbplus.xml_1,Shot_19_23--Killed_28_34,1,1.0
16_8ecbplus.xml_3,killed_74_80-r-shot_138_142,1,1.0
16_8ecbplus.xml_3,working_37_44--killed_74_80,1,1.0
16_8ecbplus.xml_3,killed_74_80-r-knocked_96_103,1,1.0
16_7ecbplus.xml_2,found_29_34-r-'cowering_35_44,1,1.0
16_7ecbplus.xml_2,cowering_35_44-r-shot_101_105,1,1.0
16_7ecbplus.xml_13,shot_3_7--fled_35_39,1,1.0
1_19ecbplus.xml_3,checking_into_61_74-r-exit_117_121,1,1.0
1_19ecbplus.xml_6,checked_out_42_53--violation_140_149,1,1.0
1_19ecbplus.xml_7,decided_59_66--rehire_70_76,1,1.0
1_19ecbplus.xml_8,accused_71_78-r-attacking_82_91,1,1.0
1_19ecbplus.xml_3,jail_time_48_57-r-checking_into_61_74,1,1.0
1_19ecbplus.xml_6,stir_15_19-r-checked_out_42_53,1,1.0
1_19ecbplus.xml_6,checked_out_42_53--jail_time_113_122,1,1.0
1_9ecbplus.xml_3,checked_in_19_29--deadline_84_92,1,1.0
1_9ecbplus.xml_3,deadline_84_92--arrest_108_114,1,1.0
1_9ecbplus.xml_3,checked_in_19_29--arrest_108_114,1,1.0
1_9ecbplus.xml_5,checked_into_10_22--left_79_83,1,1.0
1_9ecbplus.xml_5,left_79_83-r-happy_106_111,1,1.0
1_9ecbplus.xml_2,left_19_23--checked_into_90_102,1,1.0
1_1ecbplus.xml_3,left_18_22--moving_52_58,1,1.0
1_1ecbplus.xml_4,signed_83_89--transfer_122_130,1,1.0
1_1ecbplus.xml_4,transfer_122_130--rehab_205_210,1,1.0
1_1ecbplus.xml_6,grateful_13_21-r-treatment_30_39,1,1.0
1_1ecbplus.xml_7,looks_forward_52_65--building_98_106,1,1.0
1_1ecbplus.xml_7,looks_forward_52_65--treatment_84_93,1,1.0
1_1ecbplus.xml_8,deal_72_76-r-case_118_122,1,1.0
1_1ecbplus.xml_8,checked_into_12_24-r-deal_72_76,1,1.0
1_1ecbplus.xml_1,Leaves_14_20--Checks_Into_34_45,1,1.0
1_11ecbplus.xml_2,checked_into_30_42-r-rehab_60_65,1,1.0
1_11ecbplus.xml_2,hiring_113_119--help_151_155,1,1.0
1_11ecbplus.xml_5,arrest_97_103-r-confusion_120_129,1,1.0
1_11ecbplus.xml_6,help_48_52-r-altercation_93_104,1,1.0
1_16ecbplus.xml_3,investigation_120_133-r-chose_154_159,1,1.0
1_16ecbplus.xml_4,bailed_54_60--flew_142_146,1,1.0
1_7ecbplus.xml_1,Checks_Into_14_25--Rehab_42_47,1,1.0
1_7ecbplus.xml_3,checked_into_40_52--treatment_175_184,1,1.0
1_10ecbplus.xml_3,arrest_98_104-r-violating_109_118,1,1.0
1_10ecbplus.xml_3,checked_into_153_165--stay_225_229,1,1.0
1_10ecbplus.xml_3,stay_225_229-r-conviction_254_264,1,1.0
1_10ecbplus.xml_4,violation_89_98-r-case_124_128,1,1.0
1_10ecbplus.xml_5,stay_11_15-r-lied_132_136,1,1.0
1_10ecbplus.xml_5,lied_132_136-r-driving_174_181,1,1.0
1_10ecbplus.xml_3,entering_22_30--checked_into_153_165,1,1.0
1_10ecbplus.xml_3,arrest_98_104--checked_into_153_165,1,1.0
1_10ecbplus.xml_5,stay_11_15-r-rear_-_ended_48_60,1,1.0
1_18ecbplus.xml_5,hopped_4_10--headed_46_52,1,1.0
1_18ecbplus.xml_5,headed_46_52-r-smoking_134_141,1,1.0
1_18ecbplus.xml_6,arrangements_49_61--check_into_75_85,1,1.0
1_8ecbplus.xml_4,re_-_hired_12_22-r-case_68_72,1,1.0
1_8ecbplus.xml_5,checked_in_69_79--left_141_145,1,1.0
1_8ecbplus.xml_6,violation_96_105-r-leaving_110_117,1,1.0
1_8ecbplus.xml_6,checked_in_34_44--leaving_110_117,1,1.0
1_8ecbplus.xml_13,sentence_35_43--stay_83_87,1,1.0
1_8ecbplus.xml_8,confirmation_27_39-r-checked_in_55_65,1,1.0
1_12ecbplus.xml_1,MIA_17_20-r-pretending_27_37,1,1.0
1_12ecbplus.xml_3,fooled_26_32-r-pretending_126_136,1,1.0
1_12ecbplus.xml_4,court_hearing_60_73--ensconced_126_135,1,1.0
1_12ecbplus.xml_4,on_her_way_211_221--flight_246_252,1,1.0
1_12ecbplus.xml_6,pulled_up_17_26--left_68_72,1,1.0
1_12ecbplus.xml_3,fooled_26_32-r-chickening_out_183_197,1,1.0
1_2ecbplus.xml_4,treatment_165_174-r-required_183_191,1,1.0
1_2ecbplus.xml_4,checked_into_51_63--treatment_165_174,1,1.0
1_2ecbplus.xml_6,ensconced_14_23-r-objected_101_109,1,1.0
1_2ecbplus.xml_6,objected_101_109-r-choice_121_127,1,1.0
1_2ecbplus.xml_9,shopping_23_31--entered_109_116,1,1.0
1_2ecbplus.xml_10,"blindsided""_30_41-r-agreed_108_114",1,1.0
1_15ecbplus.xml_1,Check_Into_14_24-r-Fleeing_42_49,1,1.0
1_15ecbplus.xml_3,leaving_6_13--admitted_113_121,1,1.0
1_15ecbplus.xml_4,negotiated_11_21--change_46_52,1,1.0
1_15ecbplus.xml_4,traveled_107_115--register_143_151,1,1.0
1_15ecbplus.xml_4,treatment_79_88--register_143_151,1,1.0
1_15ecbplus.xml_5,suing_99_104-r-assault_113_120,1,1.0
1_5ecbplus.xml_3,required_205_213-r-case_262_266,1,1.0
1_5ecbplus.xml_3,treatment_187_196-r-required_205_213,1,1.0
1_5ecbplus.xml_4,settling_in_44_55--stay_129_133,1,1.0
1_5ecbplus.xml_5,objected_102_110-r-choice_124_130,1,1.0
1_5ecbplus.xml_8,shopping_41_49--entered_125_132,1,1.0
1_5ecbplus.xml_9,agreed_38_44--remain_78_84,1,1.0
1_5ecbplus.xml_9,agreed_38_44-r-hearing_52_59,1,1.0
1_14ecbplus.xml_1,Checks_Into_14_25-r-'Knows_55_61,1,1.0
1_14ecbplus.xml_4,checked_into_14_26--stay_132_136,1,1.0
1_14ecbplus.xml_6,going_back_21_31-r-knows_58_63,1,1.0
1_14ecbplus.xml_8,arrested_169_177-r-flout_198_203,1,1.0
1_14ecbplus.xml_8,check_-_in_14_24-r-order_212_217,1,1.0
1_4ecbplus.xml_3,trust_36_41-r-lie_109_112,1,1.0
1_4ecbplus.xml_3,trust_36_41-r-shifty_87_93,1,1.0
1_4ecbplus.xml_6,made_35_39--walked_112_118,1,1.0
1_4ecbplus.xml_6,walked_112_118--walked_142_148,1,1.0
1_4ecbplus.xml_6,walked_142_148--left_169_173,1,1.0
1_4ecbplus.xml_7,showed_up_29_38--spent_71_76,1,1.0
1_4ecbplus.xml_7,spent_71_76--jumped_154_160,1,1.0
1_4ecbplus.xml_7,spooked_109_116--jumped_154_160,1,1.0
1_4ecbplus.xml_7,spent_71_76--spooked_109_116,1,1.0
1_4ecbplus.xml_1,Checks_Into_14_25--Checks_Out_34_44,1,1.0
1_13ecbplus.xml_1,checks_into_14_25--stint_50_55,1,1.0
1_13ecbplus.xml_3,stint_84_89-r-sentence_117_125,1,1.0
1_13ecbplus.xml_3,sentence_117_125-r-case_147_151,1,1.0
1_13ecbplus.xml_3,crash_141_146--case_147_151,1,1.0
1_13ecbplus.xml_3,checked_into_18_30--stint_84_89,1,1.0
1_3ecbplus.xml_3,left_16_20--gone_47_51,1,1.0
1_3ecbplus.xml_4,treatment_148_157--keep_228_232,1,1.0
1_3ecbplus.xml_5,had_enough_92_102--decided_144_151,1,1.0
1_3ecbplus.xml_1,Checks_Out_14_24--Check_Into_43_53,1,1.0
1_20ecbplus.xml_1,Checks_Out_14_24--Into_60_64,1,1.0
1_20ecbplus.xml_3,checked_out_18_29-r-program_109_116,1,1.0
1_20ecbplus.xml_4,checked_-_in_25_37--treatment_112_121,1,1.0
1_21ecbplus.xml_3,sentence_67_75-r-case_101_105,1,1.0
1_21ecbplus.xml_3,arrival_116_123--drama_146_151,1,1.0
1_21ecbplus.xml_3,checked_into_18_30--comply_51_57,1,1.0
1_21ecbplus.xml_3,comply_51_57-r-sentence_67_75,1,1.0
1_21ecbplus.xml_4,objected_101_109-r-choice_121_127,1,1.0
1_21ecbplus.xml_7,"blindsided""_30_41-r-placement_53_62",1,1.0
1_21ecbplus.xml_7,"blindsided""_30_41-r-agreed_108_114",1,1.0
19_10ecbplus.xml_1,"""Riot""_7_13-r-Shooting_32_40",1,1.0
19_10ecbplus.xml_2,shot_47_51--killed_56_62,1,1.0
19_10ecbplus.xml_2,shot_47_51-r-pointed_126_133,1,1.0
19_10ecbplus.xml_2,killed_56_62-r-pointed_126_133,1,1.0
19_10ecbplus.xml_5,gathered_18_26--mourn_30_35,1,1.0
19_10ecbplus.xml_5,gathered_18_26-r-protest_50_57,1,1.0
19_10ecbplus.xml_5,protest_50_57-r-treatment_65_74,1,1.0
19_10ecbplus.xml_5,mourn_30_35-r-death—and_40_49,1,1.0
19_11ecbplus.xml_1,Riot_6_10-r-Vigil_41_46,1,1.0
19_11ecbplus.xml_1,Riot_6_10-r-Shot_56_60,1,1.0
19_11ecbplus.xml_1,Vigil_41_46-r-Shot_56_60,1,1.0
19_11ecbplus.xml_3,intervened_7_17-r-vigil_72_77,1,1.0
19_11ecbplus.xml_3,vigil_72_77-r-shot_175_179,1,1.0
19_11ecbplus.xml_4,followed_45_53-r-march_58_63,1,1.0
19_11ecbplus.xml_4,searched_68_76-r-throwing_175_183,1,1.0
19_11ecbplus.xml_4,looking_136_143-r-throwing_175_183,1,1.0
19_11ecbplus.xml_13,shooting_10_18--rushed_28_34,1,1.0
19_11ecbplus.xml_13,shooting_10_18--dead_66_70,1,1.0
19_11ecbplus.xml_3,intervened_7_17-r-joined_in_50_59,1,1.0
19_3ecbplus.xml_1,Enraged_0_7--battle_19_25,1,1.0
19_3ecbplus.xml_1,Enraged_0_7--rioting_73_80,1,1.0
19_3ecbplus.xml_1,battle_19_25-r-shot_138_142,1,1.0
19_3ecbplus.xml_1,rioting_73_80-r-shot_138_142,1,1.0
19_3ecbplus.xml_1,Enraged_0_7-r-shot_138_142,1,1.0
19_3ecbplus.xml_2,fights_3_9--arrested_74_82,1,1.0
19_3ecbplus.xml_2,angry_27_32--arrested_74_82,1,1.0
19_3ecbplus.xml_3,control_20_27-r-furious_30_37,1,1.0
19_3ecbplus.xml_6,enraged_11_18-r-shooting_34_42,1,1.0
19_3ecbplus.xml_6,shooting_34_42--poured_67_73,1,1.0
19_3ecbplus.xml_6,shooting_34_42--pitching_135_143,1,1.0
19_3ecbplus.xml_6,shooting_34_42--clashes_184_191,1,1.0
19_3ecbplus.xml_8,vigil_84_89-r-killed_122_128,1,1.0
19_3ecbplus.xml_8,hostile_30_37-r-killed_122_128,1,1.0
19_3ecbplus.xml_8,control_20_27-r-hostile_30_37,1,1.0
19_3ecbplus.xml_3,control_20_27-r-broke_away_49_59,1,1.0
19_3ecbplus.xml_8,control_20_27-r-broke_away_49_59,1,1.0
19_4ecbplus.xml_1,riot_9_13-r-death_26_31,1,1.0
19_4ecbplus.xml_1,riot_9_13-r-shot_50_54,1,1.0
19_4ecbplus.xml_1,death_26_31-r-shot_50_54,1,1.0
19_4ecbplus.xml_1,riot_9_13-r-have_71_75,1,1.0
19_4ecbplus.xml_1,shot_50_54-r-have_71_75,1,1.0
19_4ecbplus.xml_6,shooting_82_90-r-have_154_158,1,1.0
19_4ecbplus.xml_17,Q&A_34_37-r-shooting_81_89,1,1.0
19_5ecbplus.xml_1,anger_20_25--Riot_34_38,1,1.0
19_5ecbplus.xml_1,Riot_34_38-r-vigil_84_89,1,1.0
19_5ecbplus.xml_1,Riot_34_38-r-shot_110_114,1,1.0
19_5ecbplus.xml_1,vigil_84_89-r-shot_110_114,1,1.0
19_5ecbplus.xml_1,anger_20_25-r-shot_110_114,1,1.0
19_5ecbplus.xml_2,ugly_136_140-r-tossing_190_197,1,1.0
19_5ecbplus.xml_2,wounded_50_57-r-pointing_93_101,1,1.0
19_5ecbplus.xml_2,ugly_136_140-r-clashed_170_177,1,1.0
19_5ecbplus.xml_2,tossing_190_197--melee_221_226,1,1.0
19_5ecbplus.xml_2,clashed_170_177--melee_221_226,1,1.0
19_5ecbplus.xml_2,Memorial_0_8-r-wounded_50_57,1,1.0
19_5ecbplus.xml_5,shot_44_48--killed_53_59,1,1.0
19_5ecbplus.xml_5,shot_44_48--riot_79_83,1,1.0
19_5ecbplus.xml_5,killed_53_59--riot_79_83,1,1.0
19_5ecbplus.xml_5,death_15_20--riot_79_83,1,1.0
19_5ecbplus.xml_5,Anger_0_5--riot_79_83,1,1.0
19_5ecbplus.xml_5,riot_79_83--hurled_142_148,1,1.0
19_5ecbplus.xml_5,riot_79_83--smashed_176_183,1,1.0
19_5ecbplus.xml_5,riot_79_83--bashed_221_227,1,1.0
19_5ecbplus.xml_5,Anger_0_5-r-death_15_20,1,1.0
19_5ecbplus.xml_6,violence_14_22--march_97_102,1,1.0
19_5ecbplus.xml_6,march_97_102-r-vigil_134_139,1,1.0
19_5ecbplus.xml_6,march_97_102-r-killed_172_178,1,1.0
19_5ecbplus.xml_6,vigil_134_139-r-killed_172_178,1,1.0
19_2ecbplus.xml_2,Riots_0_5-r-Death_22_27,1,1.0
19_2ecbplus.xml_2,Riots_0_5-r-Killed_45_51,1,1.0
19_2ecbplus.xml_2,Death_22_27-r-Killed_45_51,1,1.0
19_2ecbplus.xml_3,protests_82_90-r-scrutiny_187_195,1,1.0
19_2ecbplus.xml_3,riots_95_100-r-scrutiny_187_195,1,1.0
19_2ecbplus.xml_3,scrutiny_187_195-r-violations_231_241,1,1.0
19_2ecbplus.xml_3,shooting_32_40--protests_82_90,1,1.0
19_2ecbplus.xml_3,shooting_32_40--riots_95_100,1,1.0
19_2ecbplus.xml_4,killed_9_15-r-pointed_50_57,1,1.0
19_2ecbplus.xml_13,lawsuits_128_136-r-violations_175_185,1,1.0
19_2ecbplus.xml_4,killed_9_15--opened_fire_128_139,1,1.0
19_8ecbplus.xml_1,war_zone'_18_27-r-Chaos_30_35,1,1.0
19_8ecbplus.xml_1,war_zone'_18_27-r-'riot'_65_71,1,1.0
19_8ecbplus.xml_1,Chaos_30_35-r-shot_130_134,1,1.0
19_8ecbplus.xml_1,riot'_65_71-r-shot_130_134,1,1.0
19_8ecbplus.xml_1,vigil_97_102-r-shot_130_134,1,1.0
19_8ecbplus.xml_1,war_zone'_18_27-r-shot_130_134,1,1.0
19_8ecbplus.xml_1,Chaos_30_35-r-dead_135_139,1,1.0
19_8ecbplus.xml_1,riot'_65_71-r-dead_135_139,1,1.0
19_8ecbplus.xml_1,vigil_97_102-r-dead_135_139,1,1.0
19_8ecbplus.xml_1,shot_130_134--dead_135_139,1,1.0
19_8ecbplus.xml_1,war_zone'_18_27-r-dead_135_139,1,1.0
19_8ecbplus.xml_2,shot_31_35--pointed_103_110,1,1.0
19_8ecbplus.xml_2,killed_40_46--pointed_103_110,1,1.0
19_8ecbplus.xml_2,shot_31_35--killed_40_46,1,1.0
19_8ecbplus.xml_4,chaotic_40_47-r-rioted_70_76,1,1.0
19_8ecbplus.xml_4,chaotic_40_47-r-threw_81_86,1,1.0
19_8ecbplus.xml_6,protest_11_18-r-death_28_33,1,1.0
19_8ecbplus.xml_6,riot_76_80-r-lashing_out_128_139,1,1.0
19_7ecbplus.xml_1,Anger_0_5-r-Killing_50_57,1,1.0
19_7ecbplus.xml_3,shooting_15_23--killed_44_50,1,1.0
19_7ecbplus.xml_4,marred_45_51-r-thrashing_75_84,1,1.0
19_7ecbplus.xml_4,anger_14_19--thrashing_75_84,1,1.0
19_7ecbplus.xml_4,anger_14_19--protest_129_136,1,1.0
19_7ecbplus.xml_4,anger_14_19--another_158_165,1,1.0
19_7ecbplus.xml_4,another_158_165--hit_227_230,1,1.0
19_7ecbplus.xml_4,anger_14_19--hit_227_230,1,1.0
19_7ecbplus.xml_4,another_158_165--thrown_287_293,1,1.0
19_7ecbplus.xml_4,anger_14_19--thrown_287_293,1,1.0
19_7ecbplus.xml_4,another_158_165--conduct_381_388,1,1.0
19_7ecbplus.xml_4,arrests_349_356-r-conduct_381_388,1,1.0
19_7ecbplus.xml_4,anger_14_19--conduct_381_388,1,1.0
19_7ecbplus.xml_4,anger_14_19--marred_45_51,1,1.0
19_7ecbplus.xml_9,shot_55_59-r-brandished_138_148,1,1.0
19_7ecbplus.xml_9,shot_55_59-r-pointed_164_171,1,1.0
19_6ecbplus.xml_1,lockdown_32_40-r-protest_51_58,1,1.0
19_6ecbplus.xml_4,intervened_7_17-r-joined_45_51,1,1.0
19_6ecbplus.xml_4,joined_45_51-r-vigil_77_82,1,1.0
19_6ecbplus.xml_4,joined_45_51-r-shot_180_184,1,1.0
19_6ecbplus.xml_4,vigil_77_82-r-shot_180_184,1,1.0
19_6ecbplus.xml_15,shot_37_41--killed_46_52,1,1.0
19_6ecbplus.xml_15,shot_37_41-r-pointing_77_85,1,1.0
19_6ecbplus.xml_15,killed_46_52-r-pointing_77_85,1,1.0
19_6ecbplus.xml_15,pointing_77_85-r-approached_125_135,1,1.0
19_1ecbplus.xml_1,Powder_Keg'_28_39-r-Killed_51_57,1,1.0
19_1ecbplus.xml_4,splintered_off_130_144--drawing_147_154,1,1.0
19_1ecbplus.xml_4,splintered_off_130_144--trashed_173_180,1,1.0
19_1ecbplus.xml_5,autopsy_75_82--unruly_157_163,1,1.0
19_1ecbplus.xml_5,shot_102_106--unruly_157_163,1,1.0
19_9ecbplus.xml_1,vigil_9_14-r-slain_19_24,1,1.0
19_9ecbplus.xml_1,vigil_9_14-r-killed_30_36,1,1.0
19_9ecbplus.xml_1,killed_30_36-r-riot_71_75,1,1.0
19_9ecbplus.xml_3,gathered_7_15-r-remember_19_27,1,1.0
19_9ecbplus.xml_4,shot_14_18--killed_23_29,1,1.0
8_1ecbplus.xml_1,killed_6_12-r-bomb_24_28,1,1.0
8_1ecbplus.xml_3,attack_11_17--killed_38_44,1,1.0
8_1ecbplus.xml_3,fought_83_89-r-battles_98_105,1,1.0
8_1ecbplus.xml_3,furious_131_138-r-cuts_156_160,1,1.0
8_1ecbplus.xml_3,cuts_156_160--avoid_173_178,1,1.0
8_1ecbplus.xml_3,battles_98_105-r-furious_131_138,1,1.0
8_1ecbplus.xml_4,storm_126_131-r-strike_162_168,1,1.0
8_1ecbplus.xml_4,storm_126_131-r-rioting_178_185,1,1.0
8_1ecbplus.xml_5,caught_fire_76_87-r-broke_108_113,1,1.0
8_1ecbplus.xml_5,caught_fire_76_87-r-hurled_127_133,1,1.0
8_1ecbplus.xml_5,died_34_38-r-caught_fire_76_87,1,1.0
8_9ecbplus.xml_1,Riot_41_45--Deaths_46_52,1,1.0
8_9ecbplus.xml_3,"""murder""_58_66-r-torched_131_138",1,1.0
8_9ecbplus.xml_3,killed_89_95-r-torched_131_138,1,1.0
8_9ecbplus.xml_3,torched_131_138-r-protests_146_154,1,1.0
8_9ecbplus.xml_3,protests_146_154-r-measures_193_201,1,1.0
8_9ecbplus.xml_6,killed_29_35-r-demonstrations_43_57,1,1.0
8_9ecbplus.xml_6,demonstrations_43_57--marched_83_90,1,1.0
8_9ecbplus.xml_8,protest_120_127-r-cuts_143_147,1,1.0
